,Column 1,question_type,exam_year,semester,moed,question_number,url,points,question_translation_latex,multiple_choice_answer,topics_covered,dataset,question_in_hebrew,answer_in_hebrew,answer_translation_latex,chat_answer,is_chat_correct,is_ptbs_good,nli_results,nli_correct(bart),nli_correct(deberta),nlis_agree
10,119,C,2005,a,a,6,https://docs.google.com/document/d/1Ze9Vu1t-M8eGfSRY5m6GdpbIz9KUxnzN,8,"\noindent Let \( T \) be an AVL tree with \( n \) nodes. The height of a node is defined as the length of the longest path (in edges) from it to a leaf. For example, the height of a leaf is 0. Let \( m \) be the node that contains the minimum value in the tree. Then the height of \( m \) in \( T \) is: 

\begin{enumerate}
    \item necessarily \( 0 \).
    \item less than or equal to \( 1 \).
    \item exactly \( 1 \).
    \item less than or equal to \( 2 \).
    \item possibly \(\Theta(\log(n))\).
    \item possibly \(\Theta(n)\).
\end{enumerate}",B,f,tested,"יהא T עץ AVL בעל n  צמתים. גבהו של צמת מוגדר כאורך המסלול (בקשתות) הארוך ביותר ממנו לעלה. לדוגמה – גבהו של עלה הינו 0. יהא m  הצומת שמכיל את ערך המינימום בעץ. אזי גבהו של m  ב-T הינו: 

א. בהכרח 0.
ב. קטן מ או שווה ל 1. 
ג. בדיוק 1.
ד. קטו מ או שווה ל 2.
ה. יכול להיות θ(log(n)).
ו. יכול להיות θ(n).","ב. למינימום אין בן שמאלי. לכן הוא עלה או צומת עם בן ימני שחייב, לפי הגדרת AVL , להיות עלה.","
b. The minimum has no left child. Therefore, it is a leaf or a node with a right child that must, according to the AVL definition, be a leaf.
","\begin{enumerate}
    \item necessarily \( 0 \).
    \item less than or equal to \( 1 \).
    \item exactly \( 1 \).
    \item less than or equal to \( 2 \).
    \item possibly \(\Theta(\log(n))\).
    \item possibly \(\Theta(n)\).
\end{enumerate}",question,yes,"[['neutral'], ['contradiction']]",,,
11,120,C,2005,a,a,7,https://docs.google.com/document/d/1Ze9Vu1t-M8eGfSRY5m6GdpbIz9KUxnzN,9,"\noindent Given an array $A$ containing $n$ distinct (unsorted) elements. A min-heap $H$ is given, containing the same elements. We want to take the smallest $n^{0.5}$ elements and sort them in the lowest worst-case time. Let $a(n)$ be the cost of performing the operation (with the best algorithm you know) on $A$ and let $h(n)$ be the cost of performing the operation (with the best algorithm you know) on $H$. Then:
\begin{enumerate}
    \item The cost of execution for both algorithms is identical.
    \item The cost of execution for both algorithms is asymptotically the same, but the constant factor for $a(n)$ is lower.
    \item The cost of execution for both algorithms is asymptotically the same, but the constant factor for $h(n)$ is lower.
    \item $a(n) = o(h(n))$.
    \item $h(n) = o(a(n))$.
\end{enumerate}",5,"d,h",tested,"נתון מערך A ובו n  נתונים שונים זה מזה (לא ממוינים). נתונה ערימת מינימום H ובה אותם נתונים. מעוניינים לקחת את n^0.5 האיברים הקטנים ביותר ולמיינם בזמן Worst case  הנמוך ביותר. יהא a(n)  עלות ביצוע הפעולה (על ידי האלגוריתם הטוב ביותר שהנכם מכירים) על A ותהא h(n)  עלות היבצוע (על ידי האלגוריתם הטוב ביותר שהנכם מכירים)  על H. אזי:  
1. עלות הבצוע של שני האלגורתמים זהה. 
2. עלות הבצוע של שני האלגורתמים בסדר גודל  זהה אבל הקבוע של a(n) נמוך יותר.
3. עלות הבצוע של שני האלגורתמים בסדר גודל  זהה אבל הקבוע של h(n) נמוך יותר.
a(n)=o(h(n .4. )).
h(n)=o(a(n .5)).",ה. על A מבצעים ORDER STAT ואחכ מיון. עלות:  EMBED Equation.3  על H מבצעים  EMBED Equation.3   DELETEMIN . עלות:  EMBED Equation.3,"
5. Perform ORDER STAT on \( A \) and then sort. Cost: \(\Theta(A \log A)\). Perform \(\Theta(H \cdot \log H)\) DELETEMIN on \( H \). Cost: \(\Theta(H \cdot \log H)\).
","\begin{enumerate}
    \item The cost of execution for both algorithms is identical.
    \item The cost of execution for both algorithms is asymptotically the same, but the constant factor for $a(n)$ is lower.
    \item The cost of execution for both algorithms is asymptotically the same, but the constant factor for $h(n)$ is lower.
    \item $a(n) = o(h(n))$.
    \item $h(n) = o(a(n))$.
\end{enumerate}",question,,"[['contradiction'], ['contradiction']]",,,
12,139,C,2006,a,a,3,https://docs.google.com/document/d/1altMUQBVybKQpoFz-rQsDmI_e0FWhzbu,8,"
The recurrence formula \( T(n) = T(n/2) + T(n/2) + \theta(n) \) describes the W.C. running time of the following algorithms:
Note: For a specific algorithm, it is not enough that the complexity matches the solution of the recurrence formula. The recurrence formula must also fit the operation of the algorithm.
\begin{enumerate}
    \item QuickSort
    \item QuickSort where the pivot element is chosen to be the median using Select.
    \item Sorting by insertion into an AVL search tree and scanning the tree at the end.
    \item MergeSort
    \item b + d
    \item b + c + d
\end{enumerate}
",E,"f,j",tested,"נוסחת הנסיגה T(n) = T(n/2) + T(n/2) + θ(n)  
מתארת את זמן W.C. הריצה של האלגוריתמים הבאים :
הערה: עבור אלגוריתם מסוים לא מספיק שסיבוכיות תהיה זהה לפתרון נוסחת הנסיגה. צריך גם שנוסחת הנסיגה תתאים לפעולת האלגוריתם.  
א. QuickSort
ב. QuickSort כאשר איבר הציר (Pivot) נבחר להיות החציון על ידי Select.
ג. מיון על ידי הכנסות לעץ חיפוש AVL וסריקת העץ בסוף.
ד. MergeSort
ה. ב + ד
ו.  ב + ג + ד ","ה.
נוסחת הנסיגה מתארת את MergeSort וגם את QuickSort בתנאי שאיבר הציר נבחר להיות החציון בזמן לינארי (למשל על ידי Select). ב-QuickSort רגיל החלוקה עלולה להיות לא מאוזנת ולכן נוסחת הנסיגה הנ""ל לא מתאימה.  מיון על ידי עץ AVL אמנם לוקח  EMBED Equation.DSMT4  , שזהו הפתרון של T, אבל T לא מתאימה לתיאור זמן הריצה (למשל, כי זה לא אלגוריתם רקורסיבי).","
5. 
The recurrence formula describes both MergeSort and QuickSort, provided that the pivot element is chosen to be the median in linear time (for example, using Select). In standard QuickSort, the partitioning can be unbalanced, so the above recurrence formula is not suitable. Sorting using an AVL tree indeed takes \(O(n \log n)\), which is the solution of \(T\), but \(T\) does not fit to describe the runtime (for example, because it is not a recursive algorithm).
","To solve this question, we need to analyze each algorithm and determine if the given recurrence formula \( T(n) = T(n/2) + T(n/2) + \theta(n) \) describes its worst-case running time accurately.

1. QuickSort:
The recurrence formula does not accurately describe the worst-case running time of QuickSort. QuickSort has a worst-case time complexity of \( O(n^2) \) when the pivot element turns out to be the smallest or largest element in the list.

2. QuickSort with median pivot selection using Select:
Similar to regular QuickSort, the recurrence formula does not accurately describe the worst-case running time of QuickSort with median pivot selection. The worst-case time complexity remains \( O(n^2) \).

3. Sorting by insertion into an AVL search tree and scanning at the end:
The recurrence formula accurately describes the worst-case running time of this algorithm. The operation involves inserting elements into an AVL tree of size n, which has a time complexity of \( O(log n) \) per operation.

4. MergeSort:
The recurrence formula accurately describes the worst-case running time of MergeSort. MergeSort has a time complexity of \( O(n \log n) \) in the worst case.

5. b + d:
The recurrence formula does not accurately describe the worst-case running time of this algorithm. Without more information about what b and d represent, it is not possible to determine the time complexity.

6. b + c + d:
Similar to the previous case, the recurrence formula does not accurately describe the worst-case running time of this algorithm without more context on the values of b, c, and d.

Therefore, the only algorithm for which the given recurrence formula matches the worst-case running time is the algorithm that sorts by insertion into an AVL search tree and scans the tree at the end.",no,yes,"[['contradiction'], ['neutral']]",yes,n,0
13,140,C,2006,a,a,5,https://docs.google.com/document/d/1altMUQBVybKQpoFz-rQsDmI_e0FWhzbu,8,"
Given a 2-3 search tree where the root has exactly two children: left and middle. Let \( X \) denote the number of nodes in the middle subtree and \( Y \) denote the number of nodes in the left subtree. Which of the following is necessarily true? (If more than one answer is correct, choose the tightest one).

\begin{itemize}
    \item[A.] \( X = Y \)
    \item[B.] \( X \leq 1.5Y \)
    \item[C.] \( X \leq 2Y \)
    \item[D.] \( X \leq 6Y \)
    \item[E.] \( X \leq 2006Y \)
    \item[F.] None of the above.
\end{itemize}
",F,f,tested,"נתון עץ חיפוש 2-3  שבו לשורש יש בדיוק שני בנים: שמאלי ומרכזי.
נסמן ב-X את מספר הצמתים בתת העץ המרכזי וב-Y את מספר הצמתים בתת עץ שמאל. מה מהבאים בהכרח נכון?
(אם יש יותר מתשובה אחת נכונה, בחרו את ההדוקה ביותר).
א. X = Y
ב. X <= 1.5*Y 
ג. X <= 2*Y
ד. X <= 6*Y
ה. X <= 2006*Y
ו. אף אחד מהנ""ל.","ו.
יתכן מצב שבו בתת עץ אחד לכל צומת יש בדיוק שני בנים ובתת העץ השני לכל צומת יש בדיוק 3 בנים. לכן אם גבה העץ הוא h אז בתת עץ אחד מספר הצמתים הוא  EMBED Equation.DSMT4  ובשני  EMBED Equation.DSMT4  . כלומר בראשון יש  EMBED Equation.DSMT4  צמתים ובשני יותר מ- EMBED Equation.DSMT4  צמתים.","\textbf{6.}\\
It is possible for one subtree of each node to have exactly two children and the other subtree to have exactly three children. Therefore, if the height of the tree is $h$, then in one subtree the number of nodes is $2^h - 1$ and in the other $3^h - 1$. That is, in the first there are $2^h - 1$ nodes, and in the second more than $2^h - 1$ nodes.

","The correct answer is:

\[ C. \ X \leq 2Y \]",no,yes,"[['entailment'], ['neutral']]",no,no,1
14,142,C,2006,a,a,7,https://docs.google.com/document/d/1altMUQBVybKQpoFz-rQsDmI_e0FWhzbu,8,"
Given a binary search tree (not necessarily balanced) with \( n \) nodes, where each node has two additional fields: Pred, Suc, which point to the predecessor and successor of the node. We want to implement the Delete operation on this tree in the best possible W.C. time, such that after the deletion all the fields in the tree are correct. The delete operation receives a pointer to the element intended for deletion. It is allowed to assume that all the regular fields exist, such as \texttt{Parent[x]}. The resulting time is:
\begin{enumerate}
    \item \(\Theta(1)\)
    \item \(\Theta(\log(n))\) independent of the height of the tree.
    \item \(\Theta(n)\) independent of the height of the tree.
    \item \(\Theta(h)\) where \( h \) is the height of the tree.
    \item \(\Theta(n\log(n))\)
    \item It is impossible to perform deletion on such a tree, because it is impossible to determine with certainty the new value for the Pred and Suc fields.
\end{enumerate}
",A,"a,e",tested,"נתון עץ חיפוש בינרי (לאו דוקא מאוזן) בעל n צמתים שבו לכל צומת זוג שדות נוספים: Pred, Suc שמצביעים לקודם ולעוקב של הצומת. רוצים לממש פעולת Delete על עץ זה בזמן W.C. הטוב ביותר האפשרי (כך שאחרי המחיקה כל השדות בעץ נכונים). פעולת המחיקה מקבלת מצביע לאיבר המיועד למחיקה. מותר להניח שקיימים כל השדות הרגילים, כמו Parent[x]. הזמן המתקבל הוא:
א. θ(1)
ב. θ(log(n)) ללא תלות בגובה העץ.
ג. θ(n) ללא תלות בגובה העץ.
ד. θ(h) כאשר h גובה העץ.
ה. θ(nlog(n))
ו. לא ניתן לבצע מחיקה בעץ כזה, כי אי אפשר לקבוע בוודאות את הערך החדש לשדות Pred ו-Suc."," א. 
נניח ש-x הוא האיבר הנמחק. נזכור את הקודם והעוקב של x כדי לעדכן את ההצבעה ההדדית שלהם אחרי מחיקת x. 
אם ל-x יש בן יחיד או הוא עלה – נמחק אותו בזמן  EMBED Equation.DSMT4  כמו במחיקה רגילה. אם ל-x יש שני בנים – נמצא את העוקב שלו בעזרת השדה Suc בזמן  EMBED Equation.DSMT4  , ונמשיך כמו במחיקה רגילה: החלפה ומחיקה במקום החדש. סה""כ זמן -  EMBED Equation.DSMT4  .","
Let \( x \) be the deleted element. Remember its predecessor and successor in order to update their mutual pointers after deleting \( x \). If \( x \) has a single child or is a leaf – delete it in \( O(1) \) time as in a regular deletion. If \( x \) has two children – find its successor using the field \texttt{Suc} in \( O(\log n) \) time, and proceed as in a regular deletion: swap and delete in the new location. Total time - \( O(\log n) \).
","The correct answer is: 

\begin{enumerate}
    \item \(\Theta(1)\)
\end{enumerate}",yes,yes,"[['neutral'], ['neutral']]",n,n,1
15,161,C,2006,b,b,5,https://docs.google.com/document/d/1KYPVPcemr20Z7bG9QDBCTCrVsMuMWnyH,9,"\begin{quote}
Given \( n \) numbers. We want to build a data structure from them. Which of the following structures will have the longest worst-case build time?
\begin{enumerate}
    \item A hash table where collisions are resolved using linked lists.
    \item Perfect Hash
    \item Max Heap
    \item AVL Search Tree
    \item 1 + 3
    \item 1 + 2 + 3
\end{enumerate}
\end{quote}",B,"e,f,g,h",tested,"נתונים n מספרים. רוצים לבנות מהם מבנה נתונים. איזה מהמבנים הבאים זמן הבניה
worst-case יהיה הארוך ביותר? 
א. טבלת Hash שבה פתרון התנגשויות על ידי רשימות מקושרות.
ב. Perfect Hash
ג. ערימת מקסימום.
ד. עץ חיפוש AVL.
ה. א+ג
ו. א+ב+ג","ב'. 
עץ חיפוש מאוזן דורש זמן בניה של O(nlogn).
מבנים א' ו-ג' דורשים זמן בנייה של O(n).
אבל Perfect Hash עלול לדרוש זמן בלתי מוגבל: כל פעם מגרילים פונקציית Hash ומנסים אותה, ועלולים להיכשל מספר בלתי מוגבל של פעמים. לכן זמן הבנייה  worst-case אינו חסום.","b.
Balanced search tree requires a build time of $O(n\log n)$.
Data structures A and C require a build time of $O(n)$.
However, Perfect Hash may require unbounded time: each time, we randomly choose a hash function and test it, and may fail an unlimited number of times. Therefore, the worst-case build time is unbounded.","To determine which of the following structures will have the longest worst-case build time, we need to consider the time complexity of building each structure.

1. A hash table where collisions are resolved using linked lists: The worst-case build time for a hash table with linked lists to resolve collisions is O(n), where n is the number of elements in the hash table.

2. Perfect Hash: The worst-case build time for a perfect hash is O(n), where n is the number of elements in the data structure.

3. Max Heap: The worst-case build time for a max heap is O(n log n), where n is the number of elements in the heap.

4. AVL Search Tree: The worst-case build time for an AVL search tree is O(n log n), where n is the number of elements in the tree.

5. 1 + 3: Building a hash table with linked lists and a max heap separately will have a worst-case build time of O(n) + O(n log n), which simplifies to O(n log n).

6. 1 + 2 + 3: Building a hash table with linked lists, a perfect hash, and a max heap separately will have a worst-case build time of O(n) + O(n) + O(n log n), which simplifies to O(n log n).

Therefore, the structures with the longest worst-case build time are options 3 (Max Heap) and 6 (Hash Table with linked lists, Perfect Hash, and Max Heap).",no,yes,"[['neutral'], ['entailment']]",no,n,0
16,169,C,2007,a,a,3,https://docs.google.com/document/d/15av3BYO1sip8j7xbHE3cwGQOEe2WyO9U,7,"\text{Given a max-heap of size } n. \text{ The keys of } $\frac{n}{4}$  of the leaves in the heap have been changed, so now the heap may no longer be valid. We want to make the heap valid with minimal worst-case running time. Assume there is access to the elements of the heap (i.e., the heap is not a black box). The worst-case running time will be: \\
a. \ $\theta(\log(n))$ \\
b. \ $\theta(\log(n)^2)$ \\
c. \ $\theta(n)$ \\
d. \ $\theta(n\log(n)$) \\
e. \ $\theta(n^3)$ \\
f. \ \text{None of the above.}",C,"a,h",tested,"נתונה ערימת מקסימום בגודל n. שינו את המפתחות של n/4 מהעלים בערימה, כך שעכשיו יתכן שהערימה כבר לא חוקית. נרצה להפוך את הערימה לחוקית בזמן ריצה W.C. מינימלי. הניחו שיש גישה לאברי הערימה (כלומר הערימה לא קופסה שחורה).
זמן הריצה W.C. יהיה:
א. θ(log(n))
ב. θ(log(n)^2) 
ג. θ(n)
ד. θ(nlog(n))
ה. θ(n^3)
ו. אף אחד מהנ""ל.",ג.הזמן שדרוש כדי לגשת לכל אחד מהצמתים ששושנו הוא   EMBED Equation.DSMT4      לכן לא יתכן פתרון מהיר יותר.בזמן   EMBED Equation.DSMT4     אפשר לבצע BuildHeap מחדש על כל האיברים.,"
The time required to access each of the nodes in our list is \( O(n) \), therefore a faster solution is not possible. In \( O(n \log n) \) time, it is possible to perform BuildHeap again on all the elements.
","\text{Given a max-heap of size } n. \text{ The keys of } \frac{n}{4} \text{ of the leaves in the heap have been changed, so now the heap may no longer be valid. We want to make the heap valid with minimal worst-case running time. Assume there is access to the elements of the heap (i.e., the heap is not a black box). The worst-case running time will be:} \\
\text{a. } \theta(\log(n)) \\
\text{b. } \theta(\log(n)^2) \\
\text{c. } \theta(n) \\
\text{d. } \theta(n\log(n) \\
\text{e. } \theta(n^3) \\
\text{f. None of the above.}",question,yes,"[['contradiction'], ['contradiction']]",,,
17,173,C,2007,a,a,7,https://docs.google.com/document/d/15av3BYO1sip8j7xbHE3cwGQOEe2WyO9U,7,"\text{What is the lower bound in the comparison model of the worst-case runtime of a sorting algorithm, if it is known that }$ n^{0.5}$ \text{ of the smaller elements are already in the correct place?}
\begin{enumerate}
    \item $\theta(\log(n))$
    \item $\theta(n\log(n))$
    \item $\theta(n)$
    \item $\theta(n^{1.5})$
    \item $\theta(n\sqrt{\log(n)})$
    \item \text{None of the above.}
\end{enumerate}",B,"a,k",tested,"מהו החסם התחתון במודל ההשוואות של זמן ריצה W.C. של אלגוריתם מיון, אם ידוע ש-n^0.5 האיברים הקטנים כבר במקום הנכון?
א. θ(log(n))
ב. θ(nlog(n)) 
ג. θ(n) 
ד. θ(n^1.5)
ה. θ(nlog(n)^0.5)
ו. אף אחד מהנ""ל.",ב.עדיין צריך למיין מערך בגודל   EMBED Equation.DSMT4     . מיון מערך בגודל k בהנחת מודל ההשוואות לוקח   EMBED Equation.DSMT4     . אבל   EMBED Equation.DSMT4,"
b. We still need to sort an array of size \( k \). Sorting an array of size \( k \) under the comparison model takes \( O(k \log k) \). But \( O(k \log k) \)
","The correct answer is: $\boxed{\theta(n\log(n))}$

Explanation: When $n^{0.5}$ of the smaller elements are already in the correct place, we still need to sort the remaining $n - n^{0.5}$ elements. The comparison model lower bound for sorting is $\Omega(n\log(n))$, so the worst-case runtime of the sorting algorithm in this scenario is also $\Omega(n\log(n))$.",yes,yes,"[['neutral'], ['neutral']]",n,n,1
18,216,c,2009,b,a,5,T2/ds2009ba-sol.doc,9,"We will discuss the implementation of a red-black tree where all the leaves are black (in the CORMEN implementation as taught in class, there is a layer of NILs that serves as the 'leaf layer' and is entirely black). What is the minimum ratio of black nodes to red nodes in a valid red-black tree?

\begin{itemize}
    \item[(A)] 1 black to 1 red.
    \item[(B)] 2 blacks to 1 red.
    \item[(C)] 5 blacks to 2 reds.
    \item[(D)] 1 black to 2 reds.
    \item[(E)] The ratio can be as small as we want.
\end{itemize}
",b,f,tested,,,"\text{2 blacks for 1 red. Each red node in the tree has two children, both black thanks to the NIL layer.}",The minimum ratio of black nodes to red nodes in a valid red-black tree is \textbf{2 blacks to 1 red} (Option B).,yes,yes,"[['neutral'], ['neutral']]",n,n,1
19,220,c,2009,b,a,9,T2/ds2009ba-sol.doc,9,"\text{Given an algorithm that receives an array of size } n \text{ of different unsorted numbers, along with an integer } k \text{ between } 1 \text{ and } n\text{. The algorithm prints the } k \text{ smallest numbers in the array in ascending order. A lower bound on the worst-case runtime of the algorithm (valid for any } k \leq n\text{) is:}
\text{a. } \Omega(n)
\text{b. } \Omega(k \log n)
\text{c. } \Omega(n \log k)
\text{d. } \Omega(n \log n)
\text{e. Answers a and b are correct}

\text{Reason:} ",e,k,tested,,,"\text{The answer of the Lord is correct.} \\
\text{A is correct because it is clear that the algorithm must read the entire input in time } \Omega(n), \text{ because there is no way to know whether a number needs to be printed or not without reading it.} \\
\text{B is correct: by contradiction, suppose there exists an algorithm } A \text{ that solves the problem in time } o(k \log n) \text{ for some value of } k. \text{ According to A, it must be } k=\Omega(n/\log n), \text{ otherwise the algorithm } A \text{ does not read the entire input. We proved in class that sorting } k \text{ elements takes } \Omega(k \log k)=\Omega(k \log(n/\log n))=\Omega(k \log n) \text{ time, contradicting the assumption.} \\
\text{C is not correct: it is possible to find the } k\text{-th largest element using Select in time } O(n), \text{ extract the } k-1 \text{ smaller elements in time } O(n), \text{ and then sort the } k \text{ elements in time } O(k\log k). \text{ Total time is } O(n+k\log k). \text{ For, say, } k=n/\log n \text{ the running time is thus } o(n\log n) \text{ i.e., } O(n). \\
\text{D is not correct for the same reason that C is not correct.}","To solve this problem in LaTeX, we can use the following code:

\begin{enumerate}
    \item Given an algorithm that receives an array of size $n$ of different unsorted numbers, along with an integer $k$ between 1 and $n$. The algorithm prints the $k$ smallest numbers in the array in ascending order. A lower bound on the worst-case runtime of the algorithm (valid for any $k \leq n$) is:
    \begin{itemize}
        \item a. $\Omega(n)$
        \item b. $\Omega(k \log n)$
        \item c. $\Omega(n \log k)$
        \item d. $\Omega(n \log n)$
        \item e. Answers a and b are correct
    \end{itemize}
\end{enumerate}

Explanation:

The algorithm must at least look at all $n$ elements in the worst case to determine the $k$ smallest numbers, so the lower bound on the worst-case runtime is $\Omega(n)$. Additionally, the algorithm must also sort the $k$ smallest numbers, which requires at least $k \log n$ comparisons in the worst case. Therefore, the correct answers are a and b.",yes,yes,"[['contradiction'], ['entailment']]",no,n,0
20,224,b,2009,b,a,12-a,T2/ds2009ba-sol.doc,na,"\text{Given an array } A[1..n] \text{ containing } n \text{ elements, all different from each other. A pair of indices } (i, j) \text{ is called an inversion if } i < j \text{ and } A[i] > A[j].

\text{Assume that the set of numbers is } \{1, 2, \ldots, n\}. \text{ Which array contains the highest number of inversions? How many inversions does it contain?}",na,d,tested,,,"\textit{In a reversely sorted array, each such pair is an inversion. The number of such pairs is } $\theta(n^2)$.","The array that contains the highest number of inversions is the array sorted in descending order, i.e. $A = [n, n-1, \ldots, 2, 1]$.

To calculate the number of inversions in this array, we note that each element $A[i]$ to the left of an element $A[j]$ has to be greater than $A[j]$ in order to form an inversion. Since $A$ is sorted in descending order, each element is greater than all subsequent elements to its right. Thus, the number of inversions in this array is given by the sum of the first $n-1$ positive integers, which is $\frac{n(n-1)}{2}$.",,,"[['contradiction'], ['neutral']]",,,
